"Aid_Year","Enrollment_Status","COA_Min","COA_Max","EFC_Min","EFC_Max","Pell_Amount"
"2021-2022","THREE_QUARTER_TIME","4800","4899","3001","3100","1350"
"2021-2022","THREE_QUARTER_TIME","4800","4899","3101","3200","1275"
"2021-2022","THREE_QUARTER_TIME","4800","4899","3201","3300","1200"
"2021-2022","THREE_QUARTER_TIME","4800","4899","3301","3400","1125"
"2021-2022","THREE_QUARTER_TIME","4800","4899","3401","3500","1050"
"2021-2022","THREE_QUARTER_TIME","4800","4899","3501","3600","975"
"2021-2022","THREE_QUARTER_TIME","4800","4899","3601","3700","900"
"2021-2022","THREE_QUARTER_TIME","4800","4899","3701","3800","825"
"2021-2022","THREE_QUARTER_TIME","4800","4899","3801","3900","750"
"2021-2022","THREE_QUARTER_TIME","4800","4899","3901","4000","675"
"2021-2022","THREE_QUARTER_TIME","4900","4999","0","0","3713"
"2021-2022","THREE_QUARTER_TIME","4900","4999","1","100","3675"
"2021-2022","THREE_QUARTER_TIME","4900","4999","101","200","3600"
"2021-2022","THREE_QUARTER_TIME","4900","4999","201","300","3525"
"2021-2022","THREE_QUARTER_TIME","4900","4999","301","400","3450"
"2021-2022","THREE_QUARTER_TIME","4900","4999","401","500","3375"
"2021-2022","THREE_QUARTER_TIME","4900","4999","501","600","3300"
"2021-2022","THREE_QUARTER_TIME","4900","4999","601","700","3225"
"2021-2022","THREE_QUARTER_TIME","4900","4999","701","800","3150"
"2021-2022","THREE_QUARTER_TIME","4900","4999","801","900","3075"
"2021-2022","THREE_QUARTER_TIME","4900","4999","901","1000","3000"
"2021-2022","THREE_QUARTER_TIME","4900","4999","1001","1100","2925"
"2021-2022","THREE_QUARTER_TIME","4900","4999","1101","1200","2850"
"2021-2022","THREE_QUARTER_TIME","4900","4999","1201","1300","2775"
"2021-2022","THREE_QUARTER_TIME","4900","4999","1301","1400","2700"
"2021-2022","THREE_QUARTER_TIME","4900","4999","1401","1500","2625"
"2021-2022","THREE_QUARTER_TIME","4900","4999","1501","1600","2550"
"2021-2022","THREE_QUARTER_TIME","4900","4999","1601","1700","2475"
"2021-2022","THREE_QUARTER_TIME","4900","4999","1701","1800","2400"
"2021-2022","THREE_QUARTER_TIME","4900","4999","1801","1900","2325"
"2021-2022","THREE_QUARTER_TIME","4900","4999","1901","2000","2250"
"2021-2022","THREE_QUARTER_TIME","4900","4999","2001","2100","2175"
"2021-2022","THREE_QUARTER_TIME","4900","4999","2101","2200","2100"
"2021-2022","THREE_QUARTER_TIME","4900","4999","2201","2300","2025"
"2021-2022","THREE_QUARTER_TIME","4900","4999","2301","2400","1950"
"2021-2022","THREE_QUARTER_TIME","4900","4999","2401","2500","1875"
"2021-2022","THREE_QUARTER_TIME","4900","4999","2501","2600","1800"
"2021-2022","THREE_QUARTER_TIME","4900","4999","2601","2700","1725"
"2021-2022","THREE_QUARTER_TIME","4900","4999","2701","2800","1650"
"2021-2022","THREE_QUARTER_TIME","4900","4999","2801","2900","1575"
"2021-2022","THREE_QUARTER_TIME","4900","4999","2901","3000","1500"
"2021-2022","THREE_QUARTER_TIME","4900","4999","3001","3100","1425"
"2021-2022","THREE_QUARTER_TIME","4900","4999","3101","3200","1350"
"2021-2022","THREE_QUARTER_TIME","4900","4999","3201","3300","1275"
"2021-2022","THREE_QUARTER_TIME","4900","4999","3301","3400","1200"
"2021-2022","THREE_QUARTER_TIME","4900","4999","3401","3500","1125"
"2021-2022","THREE_QUARTER_TIME","4900","4999","3501","3600","1050"
"2021-2022","THREE_QUARTER_TIME","4900","4999","3601","3700","975"
"2021-2022","THREE_QUARTER_TIME","4900","4999","3701","3800","900"
"2021-2022","THREE_QUARTER_TIME","4900","4999","3801","3900","825"
"2021-2022","THREE_QUARTER_TIME","4900","4999","3901","4000","750"
"2021-2022","THREE_QUARTER_TIME","4900","4999","4001","4100","675"
"2021-2022","THREE_QUARTER_TIME","5000","5099","0","0","3788"
"2021-2022","THREE_QUARTER_TIME","5000","5099","1","100","3750"
"2021-2022","THREE_QUARTER_TIME","5000","5099","101","200","3675"
"2021-2022","THREE_QUARTER_TIME","5000","5099","201","300","3600"
"2021-2022","THREE_QUARTER_TIME","5000","5099","301","400","3525"
"2021-2022","THREE_QUARTER_TIME","5000","5099","401","500","3450"
"2021-2022","THREE_QUARTER_TIME","5000","5099","501","600","3375"
"2021-2022","THREE_QUARTER_TIME","5000","5099","601","700","3300"
"2021-2022","THREE_QUARTER_TIME","5000","5099","701","800","3225"
"2021-2022","THREE_QUARTER_TIME","5000","5099","801","900","3150"
"2021-2022","THREE_QUARTER_TIME","5000","5099","901","1000","3075"
"2021-2022","THREE_QUARTER_TIME","5000","5099","1001","1100","3000"
"2021-2022","THREE_QUARTER_TIME","5000","5099","1101","1200","2925"
"2021-2022","THREE_QUARTER_TIME","5000","5099","1201","1300","2850"
"2021-2022","THREE_QUARTER_TIME","5000","5099","1301","1400","2775"
"2021-2022","THREE_QUARTER_TIME","5000","5099","1401","1500","2700"
"2021-2022","THREE_QUARTER_TIME","5000","5099","1501","1600","2625"
"2021-2022","THREE_QUARTER_TIME","5000","5099","1601","1700","2550"
"2021-2022","THREE_QUARTER_TIME","5000","5099","1701","1800","2475"
"2021-2022","THREE_QUARTER_TIME","5000","5099","1801","1900","2400"
"2021-2022","THREE_QUARTER_TIME","5000","5099","1901","2000","2325"
"2021-2022","THREE_QUARTER_TIME","5000","5099","2001","2100","2250"
"2021-2022","THREE_QUARTER_TIME","5000","5099","2101","2200","2175"
"2021-2022","THREE_QUARTER_TIME","5000","5099","2201","2300","2100"
"2021-2022","THREE_QUARTER_TIME","5000","5099","2301","2400","2025"
"2021-2022","THREE_QUARTER_TIME","5000","5099","2401","2500","1950"
"2021-2022","THREE_QUARTER_TIME","5000","5099","2501","2600","1875"
"2021-2022","THREE_QUARTER_TIME","5000","5099","2601","2700","1800"
"2021-2022","THREE_QUARTER_TIME","5000","5099","2701","2800","1725"
"2021-2022","THREE_QUARTER_TIME","5000","5099","2801","2900","1650"
"2021-2022","THREE_QUARTER_TIME","5000","5099","2901","3000","1575"
"2021-2022","THREE_QUARTER_TIME","5000","5099","3001","3100","1500"
"2021-2022","THREE_QUARTER_TIME","5000","5099","3101","3200","1425"
"2021-2022","THREE_QUARTER_TIME","5000","5099","3201","3300","1350"
"2021-2022","THREE_QUARTER_TIME","5000","5099","3301","3400","1275"
"2021-2022","THREE_QUARTER_TIME","5000","5099","3401","3500","1200"
"2021-2022","THREE_QUARTER_TIME","5000","5099","3501","3600","1125"
"2021-2022","THREE_QUARTER_TIME","5000","5099","3601","3700","1050"
"2021-2022","THREE_QUARTER_TIME","5000","5099","3701","3800","975"
"2021-2022","THREE_QUARTER_TIME","5000","5099","3801","3900","900"
"2021-2022","THREE_QUARTER_TIME","5000","5099","3901","4000","825"
"2021-2022","THREE_QUARTER_TIME","5000","5099","4001","4100","750"
"2021-2022","THREE_QUARTER_TIME","5000","5099","4101","4200","675"
"2021-2022","THREE_QUARTER_TIME","5100","5199","0","0","3863"
"2021-2022","THREE_QUARTER_TIME","5100","5199","1","100","3825"
"2021-2022","THREE_QUARTER_TIME","5100","5199","101","200","3750"
"2021-2022","THREE_QUARTER_TIME","5100","5199","201","300","3675"
"2021-2022","THREE_QUARTER_TIME","5100","5199","301","400","3600"
"2021-2022","THREE_QUARTER_TIME","5100","5199","401","500","3525"
"2021-2022","THREE_QUARTER_TIME","5100","5199","501","600","3450"
"2021-2022","THREE_QUARTER_TIME","5100","5199","601","700","3375"
"2021-2022","THREE_QUARTER_TIME","5100","5199","701","800","3300"
"2021-2022","THREE_QUARTER_TIME","5100","5199","801","900","3225"
"2021-2022","THREE_QUARTER_TIME","5100","5199","901","1000","3150"
"2021-2022","THREE_QUARTER_TIME","5100","5199","1001","1100","3075"
"2021-2022","THREE_QUARTER_TIME","5100","5199","1101","1200","3000"
"2021-2022","THREE_QUARTER_TIME","5100","5199","1201","1300","2925"
"2021-2022","THREE_QUARTER_TIME","5100","5199","1301","1400","2850"
"2021-2022","THREE_QUARTER_TIME","5100","5199","1401","1500","2775"
"2021-2022","THREE_QUARTER_TIME","5100","5199","1501","1600","2700"
"2021-2022","THREE_QUARTER_TIME","5100","5199","1601","1700","2625"
"2021-2022","THREE_QUARTER_TIME","5100","5199","1701","1800","2550"
"2021-2022","THREE_QUARTER_TIME","5100","5199","1801","1900","2475"
"2021-2022","THREE_QUARTER_TIME","5100","5199","1901","2000","2400"
"2021-2022","THREE_QUARTER_TIME","5100","5199","2001","2100","2325"
"2021-2022","THREE_QUARTER_TIME","5100","5199","2101","2200","2250"
"2021-2022","THREE_QUARTER_TIME","5100","5199","2201","2300","2175"
"2021-2022","THREE_QUARTER_TIME","5100","5199","2301","2400","2100"
"2021-2022","THREE_QUARTER_TIME","5100","5199","2401","2500","2025"
"2021-2022","THREE_QUARTER_TIME","5100","5199","2501","2600","1950"
"2021-2022","THREE_QUARTER_TIME","5100","5199","2601","2700","1875"
"2021-2022","THREE_QUARTER_TIME","5100","5199","2701","2800","1800"
"2021-2022","THREE_QUARTER_TIME","5100","5199","2801","2900","1725"
"2021-2022","THREE_QUARTER_TIME","5100","5199","2901","3000","1650"
"2021-2022","THREE_QUARTER_TIME","5100","5199","3001","3100","1575"
"2021-2022","THREE_QUARTER_TIME","5100","5199","3101","3200","1500"
"2021-2022","THREE_QUARTER_TIME","5100","5199","3201","3300","1425"
"2021-2022","THREE_QUARTER_TIME","5100","5199","3301","3400","1350"
"2021-2022","THREE_QUARTER_TIME","5100","5199","3401","3500","1275"
"2021-2022","THREE_QUARTER_TIME","5100","5199","3501","3600","1200"
"2021-2022","THREE_QUARTER_TIME","5100","5199","3601","3700","1125"
"2021-2022","THREE_QUARTER_TIME","5100","5199","3701","3800","1050"
"2021-2022","THREE_QUARTER_TIME","5100","5199","3801","3900","975"
"2021-2022","THREE_QUARTER_TIME","5100","5199","3901","4000","900"
"2021-2022","THREE_QUARTER_TIME","5100","5199","4001","4100","825"
"2021-2022","THREE_QUARTER_TIME","5100","5199","4101","4200","750"
"2021-2022","THREE_QUARTER_TIME","5100","5199","4201","4300","675"
"2021-2022","THREE_QUARTER_TIME","5200","5299","0","0","3938"
"2021-2022","THREE_QUARTER_TIME","5200","5299","1","100","3900"
"2021-2022","THREE_QUARTER_TIME","5200","5299","101","200","3825"
"2021-2022","THREE_QUARTER_TIME","5200","5299","201","300","3750"
"2021-2022","THREE_QUARTER_TIME","5200","5299","301","400","3675"
"2021-2022","THREE_QUARTER_TIME","5200","5299","401","500","3600"
"2021-2022","THREE_QUARTER_TIME","5200","5299","501","600","3525"
"2021-2022","THREE_QUARTER_TIME","5200","5299","601","700","3450"
"2021-2022","THREE_QUARTER_TIME","5200","5299","701","800","3375"
"2021-2022","THREE_QUARTER_TIME","5200","5299","801","900","3300"
"2021-2022","THREE_QUARTER_TIME","5200","5299","901","1000","3225"
"2021-2022","THREE_QUARTER_TIME","5200","5299","1001","1100","3150"
"2021-2022","THREE_QUARTER_TIME","5200","5299","1101","1200","3075"
"2021-2022","THREE_QUARTER_TIME","5200","5299","1201","1300","3000"
"2021-2022","THREE_QUARTER_TIME","5200","5299","1301","1400","2925"
"2021-2022","THREE_QUARTER_TIME","5200","5299","1401","1500","2850"
"2021-2022","THREE_QUARTER_TIME","5200","5299","1501","1600","2775"
"2021-2022","THREE_QUARTER_TIME","5200","5299","1601","1700","2700"
"2021-2022","THREE_QUARTER_TIME","5200","5299","1701","1800","2625"
"2021-2022","THREE_QUARTER_TIME","5200","5299","1801","1900","2550"
"2021-2022","THREE_QUARTER_TIME","5200","5299","1901","2000","2475"
"2021-2022","THREE_QUARTER_TIME","5200","5299","2001","2100","2400"
"2021-2022","THREE_QUARTER_TIME","5200","5299","2101","2200","2325"
"2021-2022","THREE_QUARTER_TIME","5200","5299","2201","2300","2250"
"2021-2022","THREE_QUARTER_TIME","5200","5299","2301","2400","2175"
"2021-2022","THREE_QUARTER_TIME","5200","5299","2401","2500","2100"
"2021-2022","THREE_QUARTER_TIME","5200","5299","2501","2600","2025"
"2021-2022","THREE_QUARTER_TIME","5200","5299","2601","2700","1950"
"2021-2022","THREE_QUARTER_TIME","5200","5299","2701","2800","1875"
"2021-2022","THREE_QUARTER_TIME","5200","5299","2801","2900","1800"
"2021-2022","THREE_QUARTER_TIME","5200","5299","2901","3000","1725"
"2021-2022","THREE_QUARTER_TIME","5200","5299","3001","3100","1650"
"2021-2022","THREE_QUARTER_TIME","5200","5299","3101","3200","1575"
"2021-2022","THREE_QUARTER_TIME","5200","5299","3201","3300","1500"
"2021-2022","THREE_QUARTER_TIME","5200","5299","3301","3400","1425"
"2021-2022","THREE_QUARTER_TIME","5200","5299","3401","3500","1350"
"2021-2022","THREE_QUARTER_TIME","5200","5299","3501","3600","1275"
"2021-2022","THREE_QUARTER_TIME","5200","5299","3601","3700","1200"
"2021-2022","THREE_QUARTER_TIME","5200","5299","3701","3800","1125"
"2021-2022","THREE_QUARTER_TIME","5200","5299","3801","3900","1050"
"2021-2022","THREE_QUARTER_TIME","5200","5299","3901","4000","975"
"2021-2022","THREE_QUARTER_TIME","5200","5299","4001","4100","900"
"2021-2022","THREE_QUARTER_TIME","5200","5299","4101","4200","825"
"2021-2022","THREE_QUARTER_TIME","5200","5299","4201","4300","750"
"2021-2022","THREE_QUARTER_TIME","5200","5299","4301","4400","675"
"2021-2022","THREE_QUARTER_TIME","5300","5399","0","0","4013"
"2021-2022","THREE_QUARTER_TIME","5300","5399","1","100","3975"
"2021-2022","THREE_QUARTER_TIME","5300","5399","101","200","3900"
"2021-2022","THREE_QUARTER_TIME","5300","5399","201","300","3825"
"2021-2022","THREE_QUARTER_TIME","5300","5399","301","400","3750"
"2021-2022","THREE_QUARTER_TIME","5300","5399","401","500","3675"
"2021-2022","THREE_QUARTER_TIME","5300","5399","501","600","3600"
"2021-2022","THREE_QUARTER_TIME","5300","5399","601","700","3525"
"2021-2022","THREE_QUARTER_TIME","5300","5399","701","800","3450"
"2021-2022","THREE_QUARTER_TIME","5300","5399","801","900","3375"
"2021-2022","THREE_QUARTER_TIME","5300","5399","901","1000","3300"
"2021-2022","THREE_QUARTER_TIME","5300","5399","1001","1100","3225"
"2021-2022","THREE_QUARTER_TIME","5300","5399","1101","1200","3150"
"2021-2022","THREE_QUARTER_TIME","5300","5399","1201","1300","3075"
"2021-2022","THREE_QUARTER_TIME","5300","5399","1301","1400","3000"
"2021-2022","THREE_QUARTER_TIME","5300","5399","1401","1500","2925"
"2021-2022","THREE_QUARTER_TIME","5300","5399","1501","1600","2850"
"2021-2022","THREE_QUARTER_TIME","5300","5399","1601","1700","2775"
"2021-2022","THREE_QUARTER_TIME","5300","5399","1701","1800","2700"
"2021-2022","THREE_QUARTER_TIME","5300","5399","1801","1900","2625"
"2021-2022","THREE_QUARTER_TIME","5300","5399","1901","2000","2550"
"2021-2022","THREE_QUARTER_TIME","5300","5399","2001","2100","2475"
"2021-2022","THREE_QUARTER_TIME","5300","5399","2101","2200","2400"
"2021-2022","THREE_QUARTER_TIME","5300","5399","2201","2300","2325"
"2021-2022","THREE_QUARTER_TIME","5300","5399","2301","2400","2250"
"2021-2022","THREE_QUARTER_TIME","5300","5399","2401","2500","2175"
"2021-2022","THREE_QUARTER_TIME","5300","5399","2501","2600","2100"
"2021-2022","THREE_QUARTER_TIME","5300","5399","2601","2700","2025"
"2021-2022","THREE_QUARTER_TIME","5300","5399","2701","2800","1950"
"2021-2022","THREE_QUARTER_TIME","5300","5399","2801","2900","1875"
"2021-2022","THREE_QUARTER_TIME","5300","5399","2901","3000","1800"
"2021-2022","THREE_QUARTER_TIME","5300","5399","3001","3100","1725"
"2021-2022","THREE_QUARTER_TIME","5300","5399","3101","3200","1650"
"2021-2022","THREE_QUARTER_TIME","5300","5399","3201","3300","1575"
"2021-2022","THREE_QUARTER_TIME","5300","5399","3301","3400","1500"
"2021-2022","THREE_QUARTER_TIME","5300","5399","3401","3500","1425"
"2021-2022","THREE_QUARTER_TIME","5300","5399","3501","3600","1350"
"2021-2022","THREE_QUARTER_TIME","5300","5399","3601","3700","1275"
"2021-2022","THREE_QUARTER_TIME","5300","5399","3701","3800","1200"
"2021-2022","THREE_QUARTER_TIME","5300","5399","3801","3900","1125"
"2021-2022","THREE_QUARTER_TIME","5300","5399","3901","4000","1050"
"2021-2022","THREE_QUARTER_TIME","5300","5399","4001","4100","975"
"2021-2022","THREE_QUARTER_TIME","5300","5399","4101","4200","900"
"2021-2022","THREE_QUARTER_TIME","5300","5399","4201","4300","825"
"2021-2022","THREE_QUARTER_TIME","5300","5399","4301","4400","750"
"2021-2022","THREE_QUARTER_TIME","5300","5399","4401","4500","675"
"2021-2022","THREE_QUARTER_TIME","5400","5499","0","0","4088"
"2021-2022","THREE_QUARTER_TIME","5400","5499","1","100","4050"
"2021-2022","THREE_QUARTER_TIME","5400","5499","101","200","3975"
"2021-2022","THREE_QUARTER_TIME","5400","5499","201","300","3900"
"2021-2022","THREE_QUARTER_TIME","5400","5499","301","400","3825"
"2021-2022","THREE_QUARTER_TIME","5400","5499","401","500","3750"
"2021-2022","THREE_QUARTER_TIME","5400","5499","501","600","3675"
"2021-2022","THREE_QUARTER_TIME","5400","5499","601","700","3600"
"2021-2022","THREE_QUARTER_TIME","5400","5499","701","800","3525"
"2021-2022","THREE_QUARTER_TIME","5400","5499","801","900","3450"
"2021-2022","THREE_QUARTER_TIME","5400","5499","901","1000","3375"
"2021-2022","THREE_QUARTER_TIME","5400","5499","1001","1100","3300"
"2021-2022","THREE_QUARTER_TIME","5400","5499","1101","1200","3225"
"2021-2022","THREE_QUARTER_TIME","5400","5499","1201","1300","3150"
"2021-2022","THREE_QUARTER_TIME","5400","5499","1301","1400","3075"
"2021-2022","THREE_QUARTER_TIME","5400","5499","1401","1500","3000"
"2021-2022","THREE_QUARTER_TIME","5400","5499","1501","1600","2925"
"2021-2022","THREE_QUARTER_TIME","5400","5499","1601","1700","2850"
"2021-2022","THREE_QUARTER_TIME","5400","5499","1701","1800","2775"
"2021-2022","THREE_QUARTER_TIME","5400","5499","1801","1900","2700"
"2021-2022","THREE_QUARTER_TIME","5400","5499","1901","2000","2625"
"2021-2022","THREE_QUARTER_TIME","5400","5499","2001","2100","2550"
"2021-2022","THREE_QUARTER_TIME","5400","5499","2101","2200","2475"
"2021-2022","THREE_QUARTER_TIME","5400","5499","2201","2300","2400"
"2021-2022","THREE_QUARTER_TIME","5400","5499","2301","2400","2325"
"2021-2022","THREE_QUARTER_TIME","5400","5499","2401","2500","2250"
"2021-2022","THREE_QUARTER_TIME","5400","5499","2501","2600","2175"
"2021-2022","THREE_QUARTER_TIME","5400","5499","2601","2700","2100"
"2021-2022","THREE_QUARTER_TIME","5400","5499","2701","2800","2025"
"2021-2022","THREE_QUARTER_TIME","5400","5499","2801","2900","1950"
"2021-2022","THREE_QUARTER_TIME","5400","5499","2901","3000","1875"
"2021-2022","THREE_QUARTER_TIME","5400","5499","3001","3100","1800"
"2021-2022","THREE_QUARTER_TIME","5400","5499","3101","3200","1725"
"2021-2022","THREE_QUARTER_TIME","5400","5499","3201","3300","1650"
"2021-2022","THREE_QUARTER_TIME","5400","5499","3301","3400","1575"
"2021-2022","THREE_QUARTER_TIME","5400","5499","3401","3500","1500"
"2021-2022","THREE_QUARTER_TIME","5400","5499","3501","3600","1425"
"2021-2022","THREE_QUARTER_TIME","5400","5499","3601","3700","1350"
"2021-2022","THREE_QUARTER_TIME","5400","5499","3701","3800","1275"
"2021-2022","THREE_QUARTER_TIME","5400","5499","3801","3900","1200"
"2021-2022","THREE_QUARTER_TIME","5400","5499","3901","4000","1125"
"2021-2022","THREE_QUARTER_TIME","5400","5499","4001","4100","1050"
"2021-2022","THREE_QUARTER_TIME","5400","5499","4101","4200","975"
"2021-2022","THREE_QUARTER_TIME","5400","5499","4201","4300","900"
"2021-2022","THREE_QUARTER_TIME","5400","5499","4301","4400","825"
"2021-2022","THREE_QUARTER_TIME","5400","5499","4401","4500","750"
"2021-2022","THREE_QUARTER_TIME","5400","5499","4501","4600","675"
"2021-2022","THREE_QUARTER_TIME","5500","5599","0","0","4163"
"2021-2022","THREE_QUARTER_TIME","5500","5599","1","100","4125"
"2021-2022","THREE_QUARTER_TIME","5500","5599","101","200","4050"
"2021-2022","THREE_QUARTER_TIME","5500","5599","201","300","3975"
"2021-2022","THREE_QUARTER_TIME","5500","5599","301","400","3900"
"2021-2022","THREE_QUARTER_TIME","5500","5599","401","500","3825"
"2021-2022","THREE_QUARTER_TIME","5500","5599","501","600","3750"
"2021-2022","THREE_QUARTER_TIME","5500","5599","601","700","3675"
"2021-2022","THREE_QUARTER_TIME","5500","5599","701","800","3600"
"2021-2022","THREE_QUARTER_TIME","5500","5599","801","900","3525"
"2021-2022","THREE_QUARTER_TIME","5500","5599","901","1000","3450"
"2021-2022","THREE_QUARTER_TIME","5500","5599","1001","1100","3375"
"2021-2022","THREE_QUARTER_TIME","5500","5599","1101","1200","3300"
"2021-2022","THREE_QUARTER_TIME","5500","5599","1201","1300","3225"
"2021-2022","THREE_QUARTER_TIME","5500","5599","1301","1400","3150"
"2021-2022","THREE_QUARTER_TIME","5500","5599","1401","1500","3075"
"2021-2022","THREE_QUARTER_TIME","5500","5599","1501","1600","3000"
"2021-2022","THREE_QUARTER_TIME","5500","5599","1601","1700","2925"
"2021-2022","THREE_QUARTER_TIME","5500","5599","1701","1800","2850"
"2021-2022","THREE_QUARTER_TIME","5500","5599","1801","1900","2775"
"2021-2022","THREE_QUARTER_TIME","5500","5599","1901","2000","2700"
"2021-2022","THREE_QUARTER_TIME","5500","5599","2001","2100","2625"
"2021-2022","THREE_QUARTER_TIME","5500","5599","2101","2200","2550"
"2021-2022","THREE_QUARTER_TIME","5500","5599","2201","2300","2475"
"2021-2022","THREE_QUARTER_TIME","5500","5599","2301","2400","2400"
"2021-2022","THREE_QUARTER_TIME","5500","5599","2401","2500","2325"
"2021-2022","THREE_QUARTER_TIME","5500","5599","2501","2600","2250"
"2021-2022","THREE_QUARTER_TIME","5500","5599","2601","2700","2175"
"2021-2022","THREE_QUARTER_TIME","5500","5599","2701","2800","2100"
"2021-2022","THREE_QUARTER_TIME","5500","5599","2801","2900","2025"
"2021-2022","THREE_QUARTER_TIME","5500","5599","2901","3000","1950"
"2021-2022","THREE_QUARTER_TIME","5500","5599","3001","3100","1875"
"2021-2022","THREE_QUARTER_TIME","5500","5599","3101","3200","1800"
"2021-2022","THREE_QUARTER_TIME","5500","5599","3201","3300","1725"
"2021-2022","THREE_QUARTER_TIME","5500","5599","3301","3400","1650"
"2021-2022","THREE_QUARTER_TIME","5500","5599","3401","3500","1575"
"2021-2022","THREE_QUARTER_TIME","5500","5599","3501","3600","1500"
"2021-2022","THREE_QUARTER_TIME","5500","5599","3601","3700","1425"
"2021-2022","THREE_QUARTER_TIME","5500","5599","3701","3800","1350"
"2021-2022","THREE_QUARTER_TIME","5500","5599","3801","3900","1275"
"2021-2022","THREE_QUARTER_TIME","5500","5599","3901","4000","1200"
"2021-2022","THREE_QUARTER_TIME","5500","5599","4001","4100","1125"
"2021-2022","THREE_QUARTER_TIME","5500","5599","4101","4200","1050"
"2021-2022","THREE_QUARTER_TIME","5500","5599","4201","4300","975"
"2021-2022","THREE_QUARTER_TIME","5500","5599","4301","4400","900"
"2021-2022","THREE_QUARTER_TIME","5500","5599","4401","4500","825"
"2021-2022","THREE_QUARTER_TIME","5500","5599","4501","4600","750"
"2021-2022","THREE_QUARTER_TIME","5500","5599","4601","4700","675"
"2021-2022","THREE_QUARTER_TIME","5600","5699","0","0","4238"
"2021-2022","THREE_QUARTER_TIME","5600","5699","1","100","4200"
"2021-2022","THREE_QUARTER_TIME","5600","5699","101","200","4125"
"2021-2022","THREE_QUARTER_TIME","5600","5699","201","300","4050"
"2021-2022","THREE_QUARTER_TIME","5600","5699","301","400","3975"
"2021-2022","THREE_QUARTER_TIME","5600","5699","401","500","3900"
"2021-2022","THREE_QUARTER_TIME","5600","5699","501","600","3825"
"2021-2022","THREE_QUARTER_TIME","5600","5699","601","700","3750"
"2021-2022","THREE_QUARTER_TIME","5600","5699","701","800","3675"
"2021-2022","THREE_QUARTER_TIME","5600","5699","801","900","3600"
"2021-2022","THREE_QUARTER_TIME","5600","5699","901","1000","3525"
"2021-2022","THREE_QUARTER_TIME","5600","5699","1001","1100","3450"
"2021-2022","THREE_QUARTER_TIME","5600","5699","1101","1200","3375"
"2021-2022","THREE_QUARTER_TIME","5600","5699","1201","1300","3300"
"2021-2022","THREE_QUARTER_TIME","5600","5699","1301","1400","3225"
"2021-2022","THREE_QUARTER_TIME","5600","5699","1401","1500","3150"
"2021-2022","THREE_QUARTER_TIME","5600","5699","1501","1600","3075"
"2021-2022","THREE_QUARTER_TIME","5600","5699","1601","1700","3000"
"2021-2022","THREE_QUARTER_TIME","5600","5699","1701","1800","2925"
"2021-2022","THREE_QUARTER_TIME","5600","5699","1801","1900","2850"
"2021-2022","THREE_QUARTER_TIME","5600","5699","1901","2000","2775"
"2021-2022","THREE_QUARTER_TIME","5600","5699","2001","2100","2700"
"2021-2022","THREE_QUARTER_TIME","5600","5699","2101","2200","2625"
"2021-2022","THREE_QUARTER_TIME","5600","5699","2201","2300","2550"
"2021-2022","THREE_QUARTER_TIME","5600","5699","2301","2400","2475"
"2021-2022","THREE_QUARTER_TIME","5600","5699","2401","2500","2400"
"2021-2022","THREE_QUARTER_TIME","5600","5699","2501","2600","2325"
"2021-2022","THREE_QUARTER_TIME","5600","5699","2601","2700","2250"
"2021-2022","THREE_QUARTER_TIME","5600","5699","2701","2800","2175"
"2021-2022","THREE_QUARTER_TIME","5600","5699","2801","2900","2100"
"2021-2022","THREE_QUARTER_TIME","5600","5699","2901","3000","2025"
"2021-2022","THREE_QUARTER_TIME","5600","5699","3001","3100","1950"
"2021-2022","THREE_QUARTER_TIME","5600","5699","3101","3200","1875"
"2021-2022","THREE_QUARTER_TIME","5600","5699","3201","3300","1800"
"2021-2022","THREE_QUARTER_TIME","5600","5699","3301","3400","1725"
"2021-2022","THREE_QUARTER_TIME","5600","5699","3401","3500","1650"
"2021-2022","THREE_QUARTER_TIME","5600","5699","3501","3600","1575"
"2021-2022","THREE_QUARTER_TIME","5600","5699","3601","3700","1500"
"2021-2022","THREE_QUARTER_TIME","5600","5699","3701","3800","1425"
"2021-2022","THREE_QUARTER_TIME","5600","5699","3801","3900","1350"
"2021-2022","THREE_QUARTER_TIME","5600","5699","3901","4000","1275"
"2021-2022","THREE_QUARTER_TIME","5600","5699","4001","4100","1200"
"2021-2022","THREE_QUARTER_TIME","5600","5699","4101","4200","1125"
"2021-2022","THREE_QUARTER_TIME","5600","5699","4201","4300","1050"
"2021-2022","THREE_QUARTER_TIME","5600","5699","4301","4400","975"
"2021-2022","THREE_QUARTER_TIME","5600","5699","4401","4500","900"
"2021-2022","THREE_QUARTER_TIME","5600","5699","4501","4600","825"
"2021-2022","THREE_QUARTER_TIME","5600","5699","4601","4700","750"
"2021-2022","THREE_QUARTER_TIME","5600","5699","4701","4800","675"
"2021-2022","THREE_QUARTER_TIME","5700","5799","0","0","4313"
"2021-2022","THREE_QUARTER_TIME","5700","5799","1","100","4275"
"2021-2022","THREE_QUARTER_TIME","5700","5799","101","200","4200"
"2021-2022","THREE_QUARTER_TIME","5700","5799","201","300","4125"
"2021-2022","THREE_QUARTER_TIME","5700","5799","301","400","4050"
"2021-2022","THREE_QUARTER_TIME","5700","5799","401","500","3975"
"2021-2022","THREE_QUARTER_TIME","5700","5799","501","600","3900"
"2021-2022","THREE_QUARTER_TIME","5700","5799","601","700","3825"
"2021-2022","THREE_QUARTER_TIME","5700","5799","701","800","3750"
