"Aid_Year","Enrollment_Status","COA_Min","COA_Max","EFC_Min","EFC_Max","Pell_Amount"
"2021-2022","HALF_TIME","5000","5099","501","600","2250"
"2021-2022","HALF_TIME","5000","5099","601","700","2200"
"2021-2022","HALF_TIME","5000","5099","701","800","2150"
"2021-2022","HALF_TIME","5000","5099","801","900","2100"
"2021-2022","HALF_TIME","5000","5099","901","1000","2050"
"2021-2022","HALF_TIME","5000","5099","1001","1100","2000"
"2021-2022","HALF_TIME","5000","5099","1101","1200","1950"
"2021-2022","HALF_TIME","5000","5099","1201","1300","1900"
"2021-2022","HALF_TIME","5000","5099","1301","1400","1850"
"2021-2022","HALF_TIME","5000","5099","1401","1500","1800"
"2021-2022","HALF_TIME","5000","5099","1501","1600","1750"
"2021-2022","HALF_TIME","5000","5099","1601","1700","1700"
"2021-2022","HALF_TIME","5000","5099","1701","1800","1650"
"2021-2022","HALF_TIME","5000","5099","1801","1900","1600"
"2021-2022","HALF_TIME","5000","5099","1901","2000","1550"
"2021-2022","HALF_TIME","5000","5099","2001","2100","1500"
"2021-2022","HALF_TIME","5000","5099","2101","2200","1450"
"2021-2022","HALF_TIME","5000","5099","2201","2300","1400"
"2021-2022","HALF_TIME","5000","5099","2301","2400","1350"
"2021-2022","HALF_TIME","5000","5099","2401","2500","1300"
"2021-2022","HALF_TIME","5000","5099","2501","2600","1250"
"2021-2022","HALF_TIME","5000","5099","2601","2700","1200"
"2021-2022","HALF_TIME","5000","5099","2701","2800","1150"
"2021-2022","HALF_TIME","5000","5099","2801","2900","1100"
"2021-2022","HALF_TIME","5000","5099","2901","3000","1050"
"2021-2022","HALF_TIME","5000","5099","3001","3100","1000"
"2021-2022","HALF_TIME","5000","5099","3101","3200","950"
"2021-2022","HALF_TIME","5000","5099","3201","3300","900"
"2021-2022","HALF_TIME","5000","5099","3301","3400","850"
"2021-2022","HALF_TIME","5000","5099","3401","3500","800"
"2021-2022","HALF_TIME","5000","5099","3501","3600","750"
"2021-2022","HALF_TIME","5000","5099","3601","3700","700"
"2021-2022","HALF_TIME","5000","5099","3701","3800","650"
"2021-2022","HALF_TIME","5100","5199","0","0","2575"
"2021-2022","HALF_TIME","5100","5199","1","100","2550"
"2021-2022","HALF_TIME","5100","5199","101","200","2500"
"2021-2022","HALF_TIME","5100","5199","201","300","2450"
"2021-2022","HALF_TIME","5100","5199","301","400","2400"
"2021-2022","HALF_TIME","5100","5199","401","500","2350"
"2021-2022","HALF_TIME","5100","5199","501","600","2300"
"2021-2022","HALF_TIME","5100","5199","601","700","2250"
"2021-2022","HALF_TIME","5100","5199","701","800","2200"
"2021-2022","HALF_TIME","5100","5199","801","900","2150"
"2021-2022","HALF_TIME","5100","5199","901","1000","2100"
"2021-2022","HALF_TIME","5100","5199","1001","1100","2050"
"2021-2022","HALF_TIME","5100","5199","1101","1200","2000"
"2021-2022","HALF_TIME","5100","5199","1201","1300","1950"
"2021-2022","HALF_TIME","5100","5199","1301","1400","1900"
"2021-2022","HALF_TIME","5100","5199","1401","1500","1850"
"2021-2022","HALF_TIME","5100","5199","1501","1600","1800"
"2021-2022","HALF_TIME","5100","5199","1601","1700","1750"
"2021-2022","HALF_TIME","5100","5199","1701","1800","1700"
"2021-2022","HALF_TIME","5100","5199","1801","1900","1650"
"2021-2022","HALF_TIME","5100","5199","1901","2000","1600"
"2021-2022","HALF_TIME","5100","5199","2001","2100","1550"
"2021-2022","HALF_TIME","5100","5199","2101","2200","1500"
"2021-2022","HALF_TIME","5100","5199","2201","2300","1450"
"2021-2022","HALF_TIME","5100","5199","2301","2400","1400"
"2021-2022","HALF_TIME","5100","5199","2401","2500","1350"
"2021-2022","HALF_TIME","5100","5199","2501","2600","1300"
"2021-2022","HALF_TIME","5100","5199","2601","2700","1250"
"2021-2022","HALF_TIME","5100","5199","2701","2800","1200"
"2021-2022","HALF_TIME","5100","5199","2801","2900","1150"
"2021-2022","HALF_TIME","5100","5199","2901","3000","1100"
"2021-2022","HALF_TIME","5100","5199","3001","3100","1050"
"2021-2022","HALF_TIME","5100","5199","3101","3200","1000"
"2021-2022","HALF_TIME","5100","5199","3201","3300","950"
"2021-2022","HALF_TIME","5100","5199","3301","3400","900"
"2021-2022","HALF_TIME","5100","5199","3401","3500","850"
"2021-2022","HALF_TIME","5100","5199","3501","3600","800"
"2021-2022","HALF_TIME","5100","5199","3601","3700","750"
"2021-2022","HALF_TIME","5100","5199","3701","3800","700"
"2021-2022","HALF_TIME","5100","5199","3801","3900","650"
"2021-2022","HALF_TIME","5200","5299","0","0","2625"
"2021-2022","HALF_TIME","5200","5299","1","100","2600"
"2021-2022","HALF_TIME","5200","5299","101","200","2550"
"2021-2022","HALF_TIME","5200","5299","201","300","2500"
"2021-2022","HALF_TIME","5200","5299","301","400","2450"
"2021-2022","HALF_TIME","5200","5299","401","500","2400"
"2021-2022","HALF_TIME","5200","5299","501","600","2350"
"2021-2022","HALF_TIME","5200","5299","601","700","2300"
"2021-2022","HALF_TIME","5200","5299","701","800","2250"
"2021-2022","HALF_TIME","5200","5299","801","900","2200"
"2021-2022","HALF_TIME","5200","5299","901","1000","2150"
"2021-2022","HALF_TIME","5200","5299","1001","1100","2100"
"2021-2022","HALF_TIME","5200","5299","1101","1200","2050"
"2021-2022","HALF_TIME","5200","5299","1201","1300","2000"
"2021-2022","HALF_TIME","5200","5299","1301","1400","1950"
"2021-2022","HALF_TIME","5200","5299","1401","1500","1900"
"2021-2022","HALF_TIME","5200","5299","1501","1600","1850"
"2021-2022","HALF_TIME","5200","5299","1601","1700","1800"
"2021-2022","HALF_TIME","5200","5299","1701","1800","1750"
"2021-2022","HALF_TIME","5200","5299","1801","1900","1700"
"2021-2022","HALF_TIME","5200","5299","1901","2000","1650"
"2021-2022","HALF_TIME","5200","5299","2001","2100","1600"
"2021-2022","HALF_TIME","5200","5299","2101","2200","1550"
"2021-2022","HALF_TIME","5200","5299","2201","2300","1500"
"2021-2022","HALF_TIME","5200","5299","2301","2400","1450"
"2021-2022","HALF_TIME","5200","5299","2401","2500","1400"
"2021-2022","HALF_TIME","5200","5299","2501","2600","1350"
"2021-2022","HALF_TIME","5200","5299","2601","2700","1300"
"2021-2022","HALF_TIME","5200","5299","2701","2800","1250"
"2021-2022","HALF_TIME","5200","5299","2801","2900","1200"
"2021-2022","HALF_TIME","5200","5299","2901","3000","1150"
"2021-2022","HALF_TIME","5200","5299","3001","3100","1100"
"2021-2022","HALF_TIME","5200","5299","3101","3200","1050"
"2021-2022","HALF_TIME","5200","5299","3201","3300","1000"
"2021-2022","HALF_TIME","5200","5299","3301","3400","950"
"2021-2022","HALF_TIME","5200","5299","3401","3500","900"
"2021-2022","HALF_TIME","5200","5299","3501","3600","850"
"2021-2022","HALF_TIME","5200","5299","3601","3700","800"
"2021-2022","HALF_TIME","5200","5299","3701","3800","750"
"2021-2022","HALF_TIME","5200","5299","3801","3900","700"
"2021-2022","HALF_TIME","5200","5299","3901","4000","650"
"2021-2022","HALF_TIME","5300","5399","0","0","2675"
"2021-2022","HALF_TIME","5300","5399","1","100","2650"
"2021-2022","HALF_TIME","5300","5399","101","200","2600"
"2021-2022","HALF_TIME","5300","5399","201","300","2550"
"2021-2022","HALF_TIME","5300","5399","301","400","2500"
"2021-2022","HALF_TIME","5300","5399","401","500","2450"
"2021-2022","HALF_TIME","5300","5399","501","600","2400"
"2021-2022","HALF_TIME","5300","5399","601","700","2350"
"2021-2022","HALF_TIME","5300","5399","701","800","2300"
"2021-2022","HALF_TIME","5300","5399","801","900","2250"
"2021-2022","HALF_TIME","5300","5399","901","1000","2200"
"2021-2022","HALF_TIME","5300","5399","1001","1100","2150"
"2021-2022","HALF_TIME","5300","5399","1101","1200","2100"
"2021-2022","HALF_TIME","5300","5399","1201","1300","2050"
"2021-2022","HALF_TIME","5300","5399","1301","1400","2000"
"2021-2022","HALF_TIME","5300","5399","1401","1500","1950"
"2021-2022","HALF_TIME","5300","5399","1501","1600","1900"
"2021-2022","HALF_TIME","5300","5399","1601","1700","1850"
"2021-2022","HALF_TIME","5300","5399","1701","1800","1800"
"2021-2022","HALF_TIME","5300","5399","1801","1900","1750"
"2021-2022","HALF_TIME","5300","5399","1901","2000","1700"
"2021-2022","HALF_TIME","5300","5399","2001","2100","1650"
"2021-2022","HALF_TIME","5300","5399","2101","2200","1600"
"2021-2022","HALF_TIME","5300","5399","2201","2300","1550"
"2021-2022","HALF_TIME","5300","5399","2301","2400","1500"
"2021-2022","HALF_TIME","5300","5399","2401","2500","1450"
"2021-2022","HALF_TIME","5300","5399","2501","2600","1400"
"2021-2022","HALF_TIME","5300","5399","2601","2700","1350"
"2021-2022","HALF_TIME","5300","5399","2701","2800","1300"
"2021-2022","HALF_TIME","5300","5399","2801","2900","1250"
"2021-2022","HALF_TIME","5300","5399","2901","3000","1200"
"2021-2022","HALF_TIME","5300","5399","3001","3100","1150"
"2021-2022","HALF_TIME","5300","5399","3101","3200","1100"
"2021-2022","HALF_TIME","5300","5399","3201","3300","1050"
"2021-2022","HALF_TIME","5300","5399","3301","3400","1000"
"2021-2022","HALF_TIME","5300","5399","3401","3500","950"
"2021-2022","HALF_TIME","5300","5399","3501","3600","900"
"2021-2022","HALF_TIME","5300","5399","3601","3700","850"
"2021-2022","HALF_TIME","5300","5399","3701","3800","800"
"2021-2022","HALF_TIME","5300","5399","3801","3900","750"
"2021-2022","HALF_TIME","5300","5399","3901","4000","700"
"2021-2022","HALF_TIME","5300","5399","4001","4100","650"
"2021-2022","HALF_TIME","5400","5499","0","0","2725"
"2021-2022","HALF_TIME","5400","5499","1","100","2700"
"2021-2022","HALF_TIME","5400","5499","101","200","2650"
"2021-2022","HALF_TIME","5400","5499","201","300","2600"
"2021-2022","HALF_TIME","5400","5499","301","400","2550"
"2021-2022","HALF_TIME","5400","5499","401","500","2500"
"2021-2022","HALF_TIME","5400","5499","501","600","2450"
"2021-2022","HALF_TIME","5400","5499","601","700","2400"
"2021-2022","HALF_TIME","5400","5499","701","800","2350"
"2021-2022","HALF_TIME","5400","5499","801","900","2300"
"2021-2022","HALF_TIME","5400","5499","901","1000","2250"
"2021-2022","HALF_TIME","5400","5499","1001","1100","2200"
"2021-2022","HALF_TIME","5400","5499","1101","1200","2150"
"2021-2022","HALF_TIME","5400","5499","1201","1300","2100"
"2021-2022","HALF_TIME","5400","5499","1301","1400","2050"
"2021-2022","HALF_TIME","5400","5499","1401","1500","2000"
"2021-2022","HALF_TIME","5400","5499","1501","1600","1950"
"2021-2022","HALF_TIME","5400","5499","1601","1700","1900"
"2021-2022","HALF_TIME","5400","5499","1701","1800","1850"
"2021-2022","HALF_TIME","5400","5499","1801","1900","1800"
"2021-2022","HALF_TIME","5400","5499","1901","2000","1750"
"2021-2022","HALF_TIME","5400","5499","2001","2100","1700"
"2021-2022","HALF_TIME","5400","5499","2101","2200","1650"
"2021-2022","HALF_TIME","5400","5499","2201","2300","1600"
"2021-2022","HALF_TIME","5400","5499","2301","2400","1550"
"2021-2022","HALF_TIME","5400","5499","2401","2500","1500"
"2021-2022","HALF_TIME","5400","5499","2501","2600","1450"
"2021-2022","HALF_TIME","5400","5499","2601","2700","1400"
"2021-2022","HALF_TIME","5400","5499","2701","2800","1350"
"2021-2022","HALF_TIME","5400","5499","2801","2900","1300"
"2021-2022","HALF_TIME","5400","5499","2901","3000","1250"
"2021-2022","HALF_TIME","5400","5499","3001","3100","1200"
"2021-2022","HALF_TIME","5400","5499","3101","3200","1150"
"2021-2022","HALF_TIME","5400","5499","3201","3300","1100"
"2021-2022","HALF_TIME","5400","5499","3301","3400","1050"
"2021-2022","HALF_TIME","5400","5499","3401","3500","1000"
"2021-2022","HALF_TIME","5400","5499","3501","3600","950"
"2021-2022","HALF_TIME","5400","5499","3601","3700","900"
"2021-2022","HALF_TIME","5400","5499","3701","3800","850"
"2021-2022","HALF_TIME","5400","5499","3801","3900","800"
"2021-2022","HALF_TIME","5400","5499","3901","4000","750"
"2021-2022","HALF_TIME","5400","5499","4001","4100","700"
"2021-2022","HALF_TIME","5400","5499","4101","4200","650"
"2021-2022","HALF_TIME","5500","5599","0","0","2775"
"2021-2022","HALF_TIME","5500","5599","1","100","2750"
"2021-2022","HALF_TIME","5500","5599","101","200","2700"
"2021-2022","HALF_TIME","5500","5599","201","300","2650"
"2021-2022","HALF_TIME","5500","5599","301","400","2600"
"2021-2022","HALF_TIME","5500","5599","401","500","2550"
"2021-2022","HALF_TIME","5500","5599","501","600","2500"
"2021-2022","HALF_TIME","5500","5599","601","700","2450"
"2021-2022","HALF_TIME","5500","5599","701","800","2400"
"2021-2022","HALF_TIME","5500","5599","801","900","2350"
"2021-2022","HALF_TIME","5500","5599","901","1000","2300"
"2021-2022","HALF_TIME","5500","5599","1001","1100","2250"
"2021-2022","HALF_TIME","5500","5599","1101","1200","2200"
"2021-2022","HALF_TIME","5500","5599","1201","1300","2150"
"2021-2022","HALF_TIME","5500","5599","1301","1400","2100"
"2021-2022","HALF_TIME","5500","5599","1401","1500","2050"
"2021-2022","HALF_TIME","5500","5599","1501","1600","2000"
"2021-2022","HALF_TIME","5500","5599","1601","1700","1950"
"2021-2022","HALF_TIME","5500","5599","1701","1800","1900"
"2021-2022","HALF_TIME","5500","5599","1801","1900","1850"
"2021-2022","HALF_TIME","5500","5599","1901","2000","1800"
"2021-2022","HALF_TIME","5500","5599","2001","2100","1750"
"2021-2022","HALF_TIME","5500","5599","2101","2200","1700"
"2021-2022","HALF_TIME","5500","5599","2201","2300","1650"
"2021-2022","HALF_TIME","5500","5599","2301","2400","1600"
"2021-2022","HALF_TIME","5500","5599","2401","2500","1550"
"2021-2022","HALF_TIME","5500","5599","2501","2600","1500"
"2021-2022","HALF_TIME","5500","5599","2601","2700","1450"
"2021-2022","HALF_TIME","5500","5599","2701","2800","1400"
"2021-2022","HALF_TIME","5500","5599","2801","2900","1350"
"2021-2022","HALF_TIME","5500","5599","2901","3000","1300"
"2021-2022","HALF_TIME","5500","5599","3001","3100","1250"
"2021-2022","HALF_TIME","5500","5599","3101","3200","1200"
"2021-2022","HALF_TIME","5500","5599","3201","3300","1150"
"2021-2022","HALF_TIME","5500","5599","3301","3400","1100"
"2021-2022","HALF_TIME","5500","5599","3401","3500","1050"
"2021-2022","HALF_TIME","5500","5599","3501","3600","1000"
"2021-2022","HALF_TIME","5500","5599","3601","3700","950"
"2021-2022","HALF_TIME","5500","5599","3701","3800","900"
"2021-2022","HALF_TIME","5500","5599","3801","3900","850"
"2021-2022","HALF_TIME","5500","5599","3901","4000","800"
"2021-2022","HALF_TIME","5500","5599","4001","4100","750"
"2021-2022","HALF_TIME","5500","5599","4101","4200","700"
"2021-2022","HALF_TIME","5500","5599","4201","4300","650"
"2021-2022","HALF_TIME","5600","5699","0","0","2825"
"2021-2022","HALF_TIME","5600","5699","1","100","2800"
"2021-2022","HALF_TIME","5600","5699","101","200","2750"
"2021-2022","HALF_TIME","5600","5699","201","300","2700"
"2021-2022","HALF_TIME","5600","5699","301","400","2650"
"2021-2022","HALF_TIME","5600","5699","401","500","2600"
"2021-2022","HALF_TIME","5600","5699","501","600","2550"
"2021-2022","HALF_TIME","5600","5699","601","700","2500"
"2021-2022","HALF_TIME","5600","5699","701","800","2450"
"2021-2022","HALF_TIME","5600","5699","801","900","2400"
"2021-2022","HALF_TIME","5600","5699","901","1000","2350"
"2021-2022","HALF_TIME","5600","5699","1001","1100","2300"
"2021-2022","HALF_TIME","5600","5699","1101","1200","2250"
"2021-2022","HALF_TIME","5600","5699","1201","1300","2200"
"2021-2022","HALF_TIME","5600","5699","1301","1400","2150"
"2021-2022","HALF_TIME","5600","5699","1401","1500","2100"
"2021-2022","HALF_TIME","5600","5699","1501","1600","2050"
"2021-2022","HALF_TIME","5600","5699","1601","1700","2000"
"2021-2022","HALF_TIME","5600","5699","1701","1800","1950"
"2021-2022","HALF_TIME","5600","5699","1801","1900","1900"
"2021-2022","HALF_TIME","5600","5699","1901","2000","1850"
"2021-2022","HALF_TIME","5600","5699","2001","2100","1800"
"2021-2022","HALF_TIME","5600","5699","2101","2200","1750"
"2021-2022","HALF_TIME","5600","5699","2201","2300","1700"
"2021-2022","HALF_TIME","5600","5699","2301","2400","1650"
"2021-2022","HALF_TIME","5600","5699","2401","2500","1600"
"2021-2022","HALF_TIME","5600","5699","2501","2600","1550"
"2021-2022","HALF_TIME","5600","5699","2601","2700","1500"
"2021-2022","HALF_TIME","5600","5699","2701","2800","1450"
"2021-2022","HALF_TIME","5600","5699","2801","2900","1400"
"2021-2022","HALF_TIME","5600","5699","2901","3000","1350"
"2021-2022","HALF_TIME","5600","5699","3001","3100","1300"
"2021-2022","HALF_TIME","5600","5699","3101","3200","1250"
"2021-2022","HALF_TIME","5600","5699","3201","3300","1200"
"2021-2022","HALF_TIME","5600","5699","3301","3400","1150"
"2021-2022","HALF_TIME","5600","5699","3401","3500","1100"
"2021-2022","HALF_TIME","5600","5699","3501","3600","1050"
"2021-2022","HALF_TIME","5600","5699","3601","3700","1000"
"2021-2022","HALF_TIME","5600","5699","3701","3800","950"
"2021-2022","HALF_TIME","5600","5699","3801","3900","900"
"2021-2022","HALF_TIME","5600","5699","3901","4000","850"
"2021-2022","HALF_TIME","5600","5699","4001","4100","800"
"2021-2022","HALF_TIME","5600","5699","4101","4200","750"
"2021-2022","HALF_TIME","5600","5699","4201","4300","700"
"2021-2022","HALF_TIME","5600","5699","4301","4400","650"
"2021-2022","HALF_TIME","5700","5799","0","0","2875"
"2021-2022","HALF_TIME","5700","5799","1","100","2850"
"2021-2022","HALF_TIME","5700","5799","101","200","2800"
"2021-2022","HALF_TIME","5700","5799","201","300","2750"
"2021-2022","HALF_TIME","5700","5799","301","400","2700"
"2021-2022","HALF_TIME","5700","5799","401","500","2650"
"2021-2022","HALF_TIME","5700","5799","501","600","2600"
"2021-2022","HALF_TIME","5700","5799","601","700","2550"
"2021-2022","HALF_TIME","5700","5799","701","800","2500"
"2021-2022","HALF_TIME","5700","5799","801","900","2450"
"2021-2022","HALF_TIME","5700","5799","901","1000","2400"
"2021-2022","HALF_TIME","5700","5799","1001","1100","2350"
"2021-2022","HALF_TIME","5700","5799","1101","1200","2300"
"2021-2022","HALF_TIME","5700","5799","1201","1300","2250"
"2021-2022","HALF_TIME","5700","5799","1301","1400","2200"
"2021-2022","HALF_TIME","5700","5799","1401","1500","2150"
"2021-2022","HALF_TIME","5700","5799","1501","1600","2100"
"2021-2022","HALF_TIME","5700","5799","1601","1700","2050"
"2021-2022","HALF_TIME","5700","5799","1701","1800","2000"
"2021-2022","HALF_TIME","5700","5799","1801","1900","1950"
"2021-2022","HALF_TIME","5700","5799","1901","2000","1900"
"2021-2022","HALF_TIME","5700","5799","2001","2100","1850"
"2021-2022","HALF_TIME","5700","5799","2101","2200","1800"
"2021-2022","HALF_TIME","5700","5799","2201","2300","1750"
"2021-2022","HALF_TIME","5700","5799","2301","2400","1700"
"2021-2022","HALF_TIME","5700","5799","2401","2500","1650"
"2021-2022","HALF_TIME","5700","5799","2501","2600","1600"
"2021-2022","HALF_TIME","5700","5799","2601","2700","1550"
"2021-2022","HALF_TIME","5700","5799","2701","2800","1500"
"2021-2022","HALF_TIME","5700","5799","2801","2900","1450"
"2021-2022","HALF_TIME","5700","5799","2901","3000","1400"
"2021-2022","HALF_TIME","5700","5799","3001","3100","1350"
"2021-2022","HALF_TIME","5700","5799","3101","3200","1300"
"2021-2022","HALF_TIME","5700","5799","3201","3300","1250"
"2021-2022","HALF_TIME","5700","5799","3301","3400","1200"
"2021-2022","HALF_TIME","5700","5799","3401","3500","1150"
"2021-2022","HALF_TIME","5700","5799","3501","3600","1100"
"2021-2022","HALF_TIME","5700","5799","3601","3700","1050"
"2021-2022","HALF_TIME","5700","5799","3701","3800","1000"
"2021-2022","HALF_TIME","5700","5799","3801","3900","950"
"2021-2022","HALF_TIME","5700","5799","3901","4000","900"
"2021-2022","HALF_TIME","5700","5799","4001","4100","850"
"2021-2022","HALF_TIME","5700","5799","4101","4200","800"
"2021-2022","HALF_TIME","5700","5799","4201","4300","750"
"2021-2022","HALF_TIME","5700","5799","4301","4400","700"
"2021-2022","HALF_TIME","5700","5799","4401","4500","650"
"2021-2022","HALF_TIME","5800","5899","0","0","2925"
"2021-2022","HALF_TIME","5800","5899","1","100","2900"
"2021-2022","HALF_TIME","5800","5899","101","200","2850"
"2021-2022","HALF_TIME","5800","5899","201","300","2800"
"2021-2022","HALF_TIME","5800","5899","301","400","2750"
"2021-2022","HALF_TIME","5800","5899","401","500","2700"
"2021-2022","HALF_TIME","5800","5899","501","600","2650"
"2021-2022","HALF_TIME","5800","5899","601","700","2600"
"2021-2022","HALF_TIME","5800","5899","701","800","2550"
"2021-2022","HALF_TIME","5800","5899","801","900","2500"
"2021-2022","HALF_TIME","5800","5899","901","1000","2450"
"2021-2022","HALF_TIME","5800","5899","1001","1100","2400"
"2021-2022","HALF_TIME","5800","5899","1101","1200","2350"
"2021-2022","HALF_TIME","5800","5899","1201","1300","2300"
"2021-2022","HALF_TIME","5800","5899","1301","1400","2250"
"2021-2022","HALF_TIME","5800","5899","1401","1500","2200"
"2021-2022","HALF_TIME","5800","5899","1501","1600","2150"
"2021-2022","HALF_TIME","5800","5899","1601","1700","2100"
"2021-2022","HALF_TIME","5800","5899","1701","1800","2050"
"2021-2022","HALF_TIME","5800","5899","1801","1900","2000"
"2021-2022","HALF_TIME","5800","5899","1901","2000","1950"
"2021-2022","HALF_TIME","5800","5899","2001","2100","1900"
"2021-2022","HALF_TIME","5800","5899","2101","2200","1850"
"2021-2022","HALF_TIME","5800","5899","2201","2300","1800"
"2021-2022","HALF_TIME","5800","5899","2301","2400","1750"
"2021-2022","HALF_TIME","5800","5899","2401","2500","1700"
"2021-2022","HALF_TIME","5800","5899","2501","2600","1650"
"2021-2022","HALF_TIME","5800","5899","2601","2700","1600"
"2021-2022","HALF_TIME","5800","5899","2701","2800","1550"
"2021-2022","HALF_TIME","5800","5899","2801","2900","1500"
"2021-2022","HALF_TIME","5800","5899","2901","3000","1450"
"2021-2022","HALF_TIME","5800","5899","3001","3100","1400"
"2021-2022","HALF_TIME","5800","5899","3101","3200","1350"
"2021-2022","HALF_TIME","5800","5899","3201","3300","1300"
"2021-2022","HALF_TIME","5800","5899","3301","3400","1250"
"2021-2022","HALF_TIME","5800","5899","3401","3500","1200"
"2021-2022","HALF_TIME","5800","5899","3501","3600","1150"
"2021-2022","HALF_TIME","5800","5899","3601","3700","1100"
"2021-2022","HALF_TIME","5800","5899","3701","3800","1050"
"2021-2022","HALF_TIME","5800","5899","3801","3900","1000"
"2021-2022","HALF_TIME","5800","5899","3901","4000","950"
"2021-2022","HALF_TIME","5800","5899","4001","4100","900"
"2021-2022","HALF_TIME","5800","5899","4101","4200","850"
"2021-2022","HALF_TIME","5800","5899","4201","4300","800"
"2021-2022","HALF_TIME","5800","5899","4301","4400","750"
"2021-2022","HALF_TIME","5800","5899","4401","4500","700"
"2021-2022","HALF_TIME","5800","5899","4501","4600","650"
"2021-2022","HALF_TIME","5900","5999","0","0","2975"
"2021-2022","HALF_TIME","5900","5999","1","100","2950"
"2021-2022","HALF_TIME","5900","5999","101","200","2900"
"2021-2022","HALF_TIME","5900","5999","201","300","2850"
"2021-2022","HALF_TIME","5900","5999","301","400","2800"
"2021-2022","HALF_TIME","5900","5999","401","500","2750"
"2021-2022","HALF_TIME","5900","5999","501","600","2700"
"2021-2022","HALF_TIME","5900","5999","601","700","2650"
"2021-2022","HALF_TIME","5900","5999","701","800","2600"
"2021-2022","HALF_TIME","5900","5999","801","900","2550"
"2021-2022","HALF_TIME","5900","5999","901","1000","2500"
"2021-2022","HALF_TIME","5900","5999","1001","1100","2450"
"2021-2022","HALF_TIME","5900","5999","1101","1200","2400"
"2021-2022","HALF_TIME","5900","5999","1201","1300","2350"
"2021-2022","HALF_TIME","5900","5999","1301","1400","2300"
"2021-2022","HALF_TIME","5900","5999","1401","1500","2250"
"2021-2022","HALF_TIME","5900","5999","1501","1600","2200"
"2021-2022","HALF_TIME","5900","5999","1601","1700","2150"
"2021-2022","HALF_TIME","5900","5999","1701","1800","2100"
"2021-2022","HALF_TIME","5900","5999","1801","1900","2050"
"2021-2022","HALF_TIME","5900","5999","1901","2000","2000"
"2021-2022","HALF_TIME","5900","5999","2001","2100","1950"
"2021-2022","HALF_TIME","5900","5999","2101","2200","1900"
"2021-2022","HALF_TIME","5900","5999","2201","2300","1850"
"2021-2022","HALF_TIME","5900","5999","2301","2400","1800"
"2021-2022","HALF_TIME","5900","5999","2401","2500","1750"
"2021-2022","HALF_TIME","5900","5999","2501","2600","1700"
"2021-2022","HALF_TIME","5900","5999","2601","2700","1650"
"2021-2022","HALF_TIME","5900","5999","2701","2800","1600"
"2021-2022","HALF_TIME","5900","5999","2801","2900","1550"
"2021-2022","HALF_TIME","5900","5999","2901","3000","1500"
"2021-2022","HALF_TIME","5900","5999","3001","3100","1450"
"2021-2022","HALF_TIME","5900","5999","3101","3200","1400"
"2021-2022","HALF_TIME","5900","5999","3201","3300","1350"
"2021-2022","HALF_TIME","5900","5999","3301","3400","1300"
"2021-2022","HALF_TIME","5900","5999","3401","3500","1250"
"2021-2022","HALF_TIME","5900","5999","3501","3600","1200"
"2021-2022","HALF_TIME","5900","5999","3601","3700","1150"
"2021-2022","HALF_TIME","5900","5999","3701","3800","1100"
"2021-2022","HALF_TIME","5900","5999","3801","3900","1050"
"2021-2022","HALF_TIME","5900","5999","3901","4000","1000"
"2021-2022","HALF_TIME","5900","5999","4001","4100","950"
"2021-2022","HALF_TIME","5900","5999","4101","4200","900"
"2021-2022","HALF_TIME","5900","5999","4201","4300","850"
"2021-2022","HALF_TIME","5900","5999","4301","4400","800"
"2021-2022","HALF_TIME","5900","5999","4401","4500","750"
"2021-2022","HALF_TIME","5900","5999","4501","4600","700"
"2021-2022","HALF_TIME","5900","5999","4601","4700","650"
"2021-2022","HALF_TIME","6000","6099","0","0","3025"
"2021-2022","HALF_TIME","6000","6099","1","100","3000"
"2021-2022","HALF_TIME","6000","6099","101","200","2950"
"2021-2022","HALF_TIME","6000","6099","201","300","2900"
"2021-2022","HALF_TIME","6000","6099","301","400","2850"
"2021-2022","HALF_TIME","6000","6099","401","500","2800"
"2021-2022","HALF_TIME","6000","6099","501","600","2750"
"2021-2022","HALF_TIME","6000","6099","601","700","2700"
"2021-2022","HALF_TIME","6000","6099","701","800","2650"
"2021-2022","HALF_TIME","6000","6099","801","900","2600"
"2021-2022","HALF_TIME","6000","6099","901","1000","2550"
"2021-2022","HALF_TIME","6000","6099","1001","1100","2500"
"2021-2022","HALF_TIME","6000","6099","1101","1200","2450"
"2021-2022","HALF_TIME","6000","6099","1201","1300","2400"
"2021-2022","HALF_TIME","6000","6099","1301","1400","2350"
"2021-2022","HALF_TIME","6000","6099","1401","1500","2300"
"2021-2022","HALF_TIME","6000","6099","1501","1600","2250"
"2021-2022","HALF_TIME","6000","6099","1601","1700","2200"
"2021-2022","HALF_TIME","6000","6099","1701","1800","2150"
"2021-2022","HALF_TIME","6000","6099","1801","1900","2100"
"2021-2022","HALF_TIME","6000","6099","1901","2000","2050"
"2021-2022","HALF_TIME","6000","6099","2001","2100","2000"
"2021-2022","HALF_TIME","6000","6099","2101","2200","1950"
"2021-2022","HALF_TIME","6000","6099","2201","2300","1900"
"2021-2022","HALF_TIME","6000","6099","2301","2400","1850"
"2021-2022","HALF_TIME","6000","6099","2401","2500","1800"
"2021-2022","HALF_TIME","6000","6099","2501","2600","1750"
"2021-2022","HALF_TIME","6000","6099","2601","2700","1700"
"2021-2022","HALF_TIME","6000","6099","2701","2800","1650"
"2021-2022","HALF_TIME","6000","6099","2801","2900","1600"
